name,activity,imagining,probability_A,probability_B,probability_C,probability_D,time_A,time_B,time_C,time_D,A_min,A_max,A_mean,A_std,B_min,B_max,B_mean,B_std,C_min,C_max,C_mean,C_std,D_min,D_max,D_mean,D_std,P_A_A,P_A_B,P_A_C,P_A_D,P_B_A,P_B_B,P_B_C,P_B_D,P_C_A,P_C_B,P_C_C,P_C_D,P_D_A,P_D_B,P_D_C,P_D_D,GEV_total,GEV_A,GEV_B,GEV_C,GEV_D,max_entropy,entropy,mc_entropy
P23,Fitness,guided,0.05243243243243243,0.41264864864864864,0.012324324324324324,0.5225945945945946,1.94,15.268,0.456,19.336,0.012,0.07200000000000004,0.022558139534883722,0.010475447097260664,0.008,0.2600000000000002,0.04171584699453554,0.03208843858696257,0.016,0.12000000000000008,0.03800000000000001,0.03181194744117376,0.012,0.2720000000000002,0.05431460674157307,0.044092241286866826,0.822680412371134,0.07216494845360824,0.008247422680412371,0.09690721649484536,0.015195179460309143,0.9041131778883941,0.0013099292638197536,0.07938171338747707,0.017699115044247787,0.02654867256637168,0.9026548672566371,0.05309734513274336,0.00517170045510964,0.06785270997103848,0.0006206040546131568,0.9263549855192387,0.855825518222767,0.013194603659933591,0.23505557688276552,0.020317563779626457,0.5872577739004414,2.0,1.317411077019197,0.4860746735588812
P23,Fitness,self-guided,0.0686,0.37353333333333333,0.017666666666666667,0.5402,4.116,22.412,1.06,32.412,0.012,0.08800000000000005,0.024070175438596488,0.012375971317480208,0.012,0.25600000000000017,0.03754103852596316,0.026708872940070592,0.016,0.16000000000000011,0.037857142857142874,0.03816478770290968,0.012,0.32800000000000024,0.05617331022530333,0.04880830591334635,0.8338192419825073,0.07580174927113703,0.013605442176870748,0.07677356656948493,0.018561484918793503,0.8934499375334642,0.0012493307156880244,0.08673924683205425,0.04905660377358491,0.011320754716981131,0.8943396226415095,0.045283018867924525,0.0066650209824734635,0.0635645519624784,0.0008639842014317452,0.9289064428536163,0.8838948243699712,0.019469036748866218,0.20774280485287877,0.02612601472690836,0.6305569680413179,2.0,1.3786611340906898,0.5044038110604221
P23,Your,guided,0.4371,0.257,0.0189,0.287,17.484,10.28,0.756,11.48,0.012,0.2680000000000002,0.057894039735099365,0.03891324232252311,0.008,0.09600000000000006,0.027413333333333335,0.013388047737524035,0.012,0.07600000000000004,0.026068965517241388,0.013188111246125823,0.012,0.18000000000000013,0.04028070175438598,0.02887028119623443,0.9309082589796386,0.036604895904827274,0.0009151223976206818,0.031571722717913524,0.08563643441027637,0.8544180615025302,0.005449591280653951,0.05449591280653951,0.021164021164021163,0.09523809523809523,0.8465608465608465,0.037037037037037035,0.027177700348432057,0.06829268292682927,0.003832752613240418,0.9006968641114983,0.8833155041019743,0.5582200813322854,0.09135596522829173,0.009626083834771102,0.22411337370662607,2.0,1.6507062136105808,0.5682141117034075
P23,Your,self-guided,0.43466666666666665,0.24846666666666667,0.017933333333333332,0.29893333333333333,26.08,14.908,1.076,17.936,0.012,0.20800000000000016,0.05344262295081971,0.036765327835136315,0.012,0.10400000000000006,0.027007246376811598,0.013285055555518453,0.012,0.1320000000000001,0.04483333333333336,0.03829672164675315,0.012,0.20000000000000015,0.0400357142857143,0.031302649525989656,0.9252952906887559,0.039576622181316155,0.0010737843227488879,0.03405430280717901,0.08934800107324926,0.8518916018245237,0.0024148108398175474,0.056345586262409444,0.011152416356877323,0.022304832713754646,0.9107806691449815,0.055762081784386616,0.03389830508474576,0.06422836752899197,0.001784121320249777,0.9000892060660125,0.8978921475240642,0.5675877377740418,0.08522670489580221,0.024152455805013334,0.22092524904920682,2.0,1.6464242280708108,0.5727063179023866
P05,Successful,guided,0.29947368421052634,0.2668421052631579,0.28589473684210526,0.14778947368421053,11.38,10.14,10.864,5.616,0.016,0.3080000000000002,0.048841201716738225,0.034964305800357934,0.012,0.24000000000000019,0.04351931330472106,0.028747394962413856,0.016,0.17200000000000013,0.04328286852589643,0.025387429547367654,0.012,0.10000000000000006,0.03227586206896552,0.014110149322810506,0.9181019332161687,0.029173989455184533,0.03163444639718805,0.0210896309314587,0.029191321499013805,0.908086785009862,0.04181459566074951,0.020907297830374753,0.04014732965009208,0.029465930018416207,0.9079189686924494,0.022467771639042358,0.03561253561253561,0.04985754985754986,0.038461538461538464,0.8760683760683761,0.7348061229602111,0.3366261126308592,0.15397264522918208,0.20473304792099506,0.03947431717917482,2.0,1.9536326926155678,0.592515748040215
P05,Successful,self-guided,0.29046666666666665,0.26853333333333335,0.29433333333333334,0.14666666666666667,17.428,16.112,17.66,8.8,0.016,0.22800000000000017,0.05081049562682219,0.03464146566596359,0.012,0.17200000000000013,0.04174093264248707,0.027107065273304955,0.016,0.18800000000000014,0.04360493827160496,0.02640018659321719,0.012,0.10800000000000007,0.03098591549295775,0.014362993290903849,0.9212761074133579,0.02455818223548313,0.0330502639430801,0.021115446408078952,0.02681897193940899,0.904395331512292,0.043953315122920285,0.024832381425378695,0.035787089467723666,0.035107587768969425,0.9082672706681767,0.020838052095130236,0.034545454545454546,0.056363636363636366,0.038181818181818185,0.8709090909090909,0.7382524125805923,0.35477152525103706,0.13486492589306068,0.21139988764162845,0.03721607379486619,2.0,1.9529458832472826,0.5953785192237526
P05,Training,guided,0.20129729729729728,0.35427027027027025,0.14713513513513513,0.2972972972972973,7.4479999999999995,13.108,5.444,11.0,0.012,0.10800000000000007,0.03266666666666668,0.014743816227797489,0.016,0.3040000000000002,0.05800000000000003,0.04057506972496589,0.016,0.33600000000000024,0.07561111111111117,0.0750441639517017,0.012,0.18800000000000014,0.047619047619047644,0.032559933162981475,0.8775510204081632,0.061224489795918366,0.017185821697099892,0.04403866809881848,0.025938358254501068,0.9310344827586207,0.004882514494964907,0.038144644491913335,0.02204261572373255,0.01322556943423953,0.9470977222630419,0.01763409257898604,0.0411058566751546,0.03419425245543834,0.008366678792288106,0.9163332120771189,0.7660112057472623,0.059752793882961876,0.32928247716241377,0.1143348262017623,0.2626411085001244,2.0,1.9229642487653784,0.5158731629437773
P05,Training,self-guided,0.19526666666666667,0.44813333333333333,0.0206,0.336,11.716,26.888,1.236,20.16,0.012,0.1400000000000001,0.03386127167630058,0.016869555729821937,0.016,0.22800000000000017,0.060422471910112394,0.041979785806523284,0.012,0.05600000000000002,0.02746666666666667,0.009600000000000004,0.012,0.2640000000000002,0.04941176470588239,0.034954971859095074,0.8818709457152611,0.06862410378968932,0.004096961420279959,0.04540798907476955,0.02350840648712989,0.9339384020235084,0.0032733224222585926,0.03927986906710311,0.025889967637540454,0.08414239482200647,0.8543689320388349,0.03559870550161812,0.035515873015873015,0.04325396825396825,0.0021825396825396826,0.919047619047619,0.7613345942015581,0.05762803519472995,0.41574627722446955,0.0024212571255166557,0.28553902465684194,2.0,1.6231507172594464,0.5054361418378016
P05,Slow,guided,0.3468936170212766,0.23038297872340427,0.2857021276595745,0.13702127659574467,16.304,10.828,13.428,6.44,0.012,0.2680000000000002,0.051758730158730185,0.03525353358364998,0.012,0.16800000000000012,0.03980882352941178,0.022329588226848777,0.012,0.20000000000000015,0.04431683168316833,0.0247240602579418,0.012,0.09600000000000006,0.033541666666666685,0.016667031246012466,0.9227183513248283,0.02453385672227674,0.03557409224730128,0.01717369970559372,0.03768008865903214,0.8995197635759143,0.0384189139268563,0.024381233838197267,0.043504171632896306,0.029797377830750895,0.9100119189511323,0.0166865315852205,0.040993788819875775,0.04472049689440994,0.03354037267080745,0.8807453416149068,0.7467577880651546,0.37935622938328317,0.1117365568735375,0.21802877535280524,0.03763622645552865,2.0,1.9270791589465648,0.5822894015021656
P05,Slow,self-guided,0.3784666666666667,0.20346666666666666,0.28673333333333334,0.13133333333333333,22.708,12.208,17.204,7.88,0.016,0.20800000000000016,0.05293240093240096,0.0363688383106064,0.012,0.20400000000000015,0.03826959247648904,0.02464168391880518,0.012,0.18400000000000014,0.04227027027027029,0.02324098040525023,0.012,0.11200000000000007,0.03203252032520326,0.01484441531370248,0.9245947850599013,0.02255109231853418,0.03717406624383369,0.015680056377730796,0.03800786369593709,0.895478374836173,0.04161205766710354,0.02490170380078637,0.05068588700302255,0.025110439432690073,0.9053708439897699,0.018832829574517554,0.048223350253807105,0.04213197969543147,0.03451776649746193,0.8751269035532995,0.7662922886356055,0.4082785374329253,0.09302082265327809,0.2315583577149023,0.033434570834499806,2.0,1.8993020464215011,0.5860919568340824
P05,Start,guided,0.3046808510638298,0.28417021276595744,0.2600851063829787,0.15106382978723404,14.32,13.356,12.224,7.1,0.012,0.3040000000000002,0.055503875968992276,0.04400143127182474,0.012,0.20400000000000015,0.043223300970873804,0.030725720134387933,0.012,0.17600000000000013,0.04259233449477354,0.027206738708185907,0.012,0.10800000000000007,0.031981981981981995,0.015131842198622084,0.9279329608938548,0.025418994413407822,0.027094972067039105,0.019553072625698324,0.02816057519472738,0.9077291791491912,0.03714799281006591,0.02696225284601558,0.03337696335078534,0.04024869109947644,0.9060863874345549,0.020287958115183247,0.03436619718309859,0.05352112676056338,0.03718309859154929,0.8749295774647887,0.7397562636475649,0.3437963500668052,0.16222039789013504,0.1895150664665741,0.044224449224050534,2.0,1.9554799025436622,0.5815099063741889
P05,Start,self-guided,0.3150434782608696,0.22869565217391305,0.31034782608695655,0.14591304347826087,14.492000000000003,10.52,14.276000000000002,6.712,0.012,0.19200000000000014,0.05157295373665483,0.03343133156817642,0.012,0.20400000000000015,0.037304964539007106,0.022232792617031597,0.016,0.22000000000000017,0.045177215189873436,0.02982109502852855,0.012,0.09600000000000006,0.03050909090909092,0.012112912309931882,0.9224399668782777,0.022081148219707424,0.035053822798785536,0.020425062103229367,0.03384030418250951,0.8927756653992396,0.043726235741444866,0.029657794676806085,0.033622863547212105,0.035864387783692914,0.9114597926590081,0.019052956010086858,0.042337507453786526,0.044126416219439475,0.044126416219439475,0.8694096601073346,0.7505949292174149,0.3532777405453261,0.13524341721404284,0.2213848532181484,0.04068891823989756,2.0,1.9408140848189464,0.6003210912437111
P05,Fitness,guided,0.0905945945945946,0.22486486486486487,0.36064864864864865,0.3238918918918919,3.352,8.32,13.344,11.984,0.012,0.17600000000000013,0.041900000000000014,0.029468457713290687,0.008,0.09600000000000006,0.033548387096774206,0.01644705819303243,0.016,0.19600000000000015,0.054243902439024425,0.03530179789138887,0.012,0.20400000000000015,0.04699607843137258,0.03425206426173361,0.9045346062052506,0.0405727923627685,0.022673031026252982,0.032219570405727926,0.014423076923076924,0.8807692307692307,0.05961538461538462,0.04519230769230769,0.00719640179910045,0.02608695652173913,0.9265367316341829,0.040179910044977514,0.008678237650200267,0.04205607476635514,0.03437917222963952,0.914886515353805,0.7104412143559835,0.04344572174666864,0.068210624697279,0.34466021962259163,0.2541246482894442,2.0,1.8553810447458416,0.556234291585019
